	INDEX	PRE	KWIC	POST	FILE	GENRE	VERB_TYPE	POS	VERB_FORM	METAPHOR.MUSIC	MOTION_TYPE	Deictic	COMMENT	LEMMA
231	400	 , he acquired a new instrument, but when it 	arrived	 he couldn't summon the courage to touch 	IR498mc100411.txt	news	path	verb	past	L	translational	NA		arrive
803	648	  confesses his crimes, bodies sheathed in plastic 	descend	 head-downward from the flies, looking like	WSJ117hw020311.txt	news	path	verb	infinitive	L	NA	NA		descend
413	295	 BSO Chorus – occupied tiered seats that seemed to 	ascend	 heavenwards. The work suits Elder. He under	GLR1206ta050510.txt	news	path	verb	infinitive	no				ascend
45	2431	  and an overly fast third movement. This mannered 	approach	 helped neither ensemble unity nor the sen	WP490ctd190911.txt	news	path	N	infinitive	no	NA	NA		approach
926	77	  lied. Surface  musical pleasures such as rapidly 	descending	 hemisemiquaver flourishes  and semiquav	EMH09-28_Tilley_A.txt	aca	path	ADJ	ing	yes	translational	no		descend
1821	308	 emplary communicator as the haunted Clytemnestra, 	pacing	 her all too short spell on-stage with 	TT1047mr300703.txt	news	manner	noun	ing	no	Self-contained	no		pace
1472	106	 dying, dying does he echo Britten. Claire Booth 	floated	 her lines with ghostly rapture. The light 	GLR787fm200311.txt	news	manner	verb	past	no	NA	NA	transitive	float
1473	204	 nto della Ninfa, where the soprano Roberta Mameli 	floated	 her lines with the freedom of a High 	TT701ih060111.txt	news	manner	verb	past	no	NA	NA	transitive	float
1509	218	 Beck) and composer Flamand (Hauke Möller ) before 	floating	 her notes exquisitely in the final, despe	TT945pg300807.txt	news	manner	verb	ing	no	NA	NA	transitive	float
1153	3525	  played with panache by this Kentucky native, who 	followed	 her performance with a friendly smile and	MN74pr010410.txt	news	path	verb	past	yes	translational	no	similar to accompany	follow
1474	211	 noon. And in The Lark Ascending, Nicola Benedetti 	floated	 her trilling line above the orchestra with	TT829ih040810.txt	news	manner	verb	past	no	NA	NA	transitive	float
232	259	 0] Signiora [sic] Senisini, a very famous Singer, 	arrived	 here last Week from italy, and has agreed 	18thM10-7.2_059a_A.txt	aca	path	verb	past	L	translational	NA		arrive
1792	214	  as they sing. Unwin is often too busy 	pacing	 herself through this marathon role to conve	IR1417ap230308.txt	news	manner	verb	ing	no	NA	NA		pace
1475	232	 tone on her softly sung phrases, some ravishingly 	floated	 high notes and an arresting chest voice th	WP359jb261010.txt	news	manner	verb	past_participle	no	NA	NA	transitive	float
1476	245	 abeth, combining power and gentleness (her softly 	floated	 high notes in her final aria were especial	WSJ88hw240412.txt	news	manner	verb	past_participle	no	NA	NA	transitive	float
1610	108	  the thin side for a solo line that 	floats	 high on a tide of musical hedonism, however	GLR1363gh180110.txt	news	manner	verb	3_present	yes	Self-contained	no		float
46	493	 he piece, devised shortly after Lehmann had first 	approached	 him regarding a commission in 1962. As 	MA08-27.2:3_05.txt	aca	path	verb	past	no	NA	NA		approach
3	1381	 Adam describes the procession of birds and beasts 	approaching	 him two by two: ‘i nam’d them, 	18thM09-6.1_29a.txt	aca	path	verb	ing	L	NA	NA		approach
1150	4144	  chick trying to fly, but the players somehow 	follow	 him.  Sometimes Herreweghe’s determination 	TT579ih170511.txt	news	path	verb	infinitive	yes	translational	no	obey sense	follow
1793	107	  integrity Foster and the orchestra shared fully. 	Pacing	 himself like a heavyweight champ who knows 	CT570jvr180793.txt	news	manner	verb	ing	no	NA	NA		pace
1691	338	  On Friday, Nathaniel Peake hid his blanching and 	paced	 himself pretty well; his outing as Pirelli i	WP201am080811.txt	news	manner	verb	past	no	NA	NA		pace
1794	101	  the final section, one realized that he was 	pacing	 himself. 	CT450mc260302.txt	news	manner	verb	ing	no	NA	NA		pace
1136	3557	 Andy Gill Friday, 6 January 2012 Andrea Bacchetti 	follows	 his album of sonatas by Baldassarre Galupp	IR49CDRag060112.txt	news	path	verb	3_present	no	NA	NA		follow
1714	328	 s Dei was simply sublime. Conductor Robert Shafer 	paced	 his chorus and orchestra at tempos that acco	WP37cp170511.txt	news	manner	verb	past	yes	Self-contained	no	speed is motion	pace
684	3321	 hed fluting of the archetypal English tenor. Then 	comes	 his first Hermann in The Queen of Spades, 	IR218ap290412.txt	news	path	verb	3_present	no	NA	NA		come
1152	3621	 Pekka Salonen and the Philharmonia Orchestra both 	followed	 his lead and gave him space, he was 	IR432mc210312.txt	news	path	verb	past	yes	translational	no	obey sense	follow
1012	2743	 s’s compositional technique,  they usually do not 	follow	 his methodology. 18    James Webster, ‘Schu	19thMR09-6.2_3128a_A.txt	aca	path	verb	infinitive	no	NA	NA		follow
47	1996	  which is his subject. Director David McVicar has 	approached	 his opera with similar reverence, creat	IR172mc260612.txt	news	path	verb	past_participle	no	NA	NA		approach
48	1802	 ss horn for the atmospheric opening Prologue, and 	approached	 his part with an astutely varied array 	GLR419gh190112.txt	news	path	verb	past	no	NA	NA		approach
1530	228	 about Orpheus. Gordon is a melodist, and Futral 	floats	 his songs on a voice that sounds tender 	WP272am020411.txt	news	manner	verb	3_present	no	NA	NA	transitive	float
1191	4146	  himself flirts with anti-climax early on, by 	following	 his storm with one of the most daunting 	TT594df180411.txt	news	path	verb	ing	yes	translational	no		follow
1531	206	 ertainly a marvel. The soloist Christian Tetzlaff 	floats	 his tremulously ornate line above the incan	TT776CDva250910.txt	news	manner	verb	3_present	no	NA	NA	transitive	float
1822	76	  of the tone poem, the conductor's masterful 	pacing	 holding together a work that in lesser hand	CT65lj270294.txt	news	manner	N	ing	yes	Self-contained	no		pace
1240	1968	  and other talent spotters, out in force, surely 	went	 home encouraged. A brief cheer for that other	GLR1028fm190910.txt	news	path	verb	past	L	NA	NA		go
1432	142	  far as possible above reality. This did. I 	floated	 home.   The series continues on 19 Novembe	IR853jd161110.txt	news	manner	verb	past	L	NA	NA		float
1963	4	  of the chromatic  successions and only slightly 	staggered	 homophony that I propose is the  style 	EMH09-28_Newcomb_A.txt	aca	manner	ADJ	past_participle	yes	Self-contained	no	technical use? Translation: versetzt	stagger
475	184	  characteristic of Go42 are the capital ‘A’ with 	ascending	 hook at the top left (see Pl. 2 above), 	ML09-90.1_Howard.txt	aca	path	ADJ	ing	no				ascend
2212	54	 ) and the lustiness of the piece with prodigious 	tumbling	 horns and high-stopped trumpets more than	IR1081es250109.txt	news	Manner + path	ADJ	ing	yes	Self-contained	no		tumble
2213	49	 e Rosenkavalier waltzes, all swooning strings and 	tumbling	 horns, there wasn’t a great deal more 	IR695es260311.txt	news	Manner + path	ADJ	ing	yes	Self-contained	no		tumble
2214	52	  spikes of piano notes in various tempi, some 	tumbling	 hurriedly, others spaced widely. DOWNLOAD	IR936CDag030910.txt	news	Manner + path	verb	ing	yes	Self-contained	no		tumble
2157	63	  arpeggios of Grisey’s remarkable Vortex Temporum 	swirled	 hypnotically after the interval, too, but 	TT360hs131211.txt	news	manner	verb	past	yes	Self-contained	no		swirl
1132	563	  is much more to it, and in what 	follows	 i would like to explore some of its 	JM14.txt	aca	path	verb	3_present	no	NA	NA		follow
2215	19	 ectral chords and fidgety woodwind is followed by 	tumbling	 ideas that jostle for prominence; these o	GLR309ac250312.txt	news	Manner + path	ADJ	ing	yes	Self-contained	no		tumble
1632	13	The symphony’s brassy bursts had shine and authority, but the intensity didn’t quite extend through the quieter passages, which	meander	 if focus wanes even a little. Except 	NYT340zw270311.txt	news	manner	verb	infinitive	yes	Self-contained	no		meander
685	2715	 e singing. Matthew Long swaggered his way through 	Come	 If You Dare with great panache, while Julia 	GLR659ta160611.txt	news	path	verb	infinitive	no	NA	NA		come
1477	69	 olorations. She was well matched by Phillips, who 	floated	 Ilia's music sweetly and purely, rising be	CT35jvr180812.txt	news	manner	verb	past	no	NA	NA	transitive	float
1964	14	  shown in b. 9 of the Tenor).17 The 	staggered	 imitative entries in the Alto and Cantus	ML10-91.3_Stoessel.txt	aca	manner	ADJ	past_participle	yes	Self-contained	no	technical use? Translation: versetzt	stagger
1009	333	 tulum’s anonymous author treats the caccias  that 	follow	 immediately after as a close, if not german	EMH09-28_Abramov-van Rijk_A.txt	aca	path	verb	infinitive	no	NA	NA	I think what is meant here is that the caccias (a musical form similar to a canon, common in baroque music) comes a after a discussion in the motet in the treates (called Capitulum)	follow
1165	1093	 ent perfect cadence (in bar 51) imperfect cadence 	followed	 immediately by thematic return (with no c	MA05-24.3_15.txt	aca	path	verb	past_participle	yes	translational	no		follow
1198	1207	  eventually breached in bar 30, a departure which 	follows	 immediately on the arrival of the GC minor	MA06-25.3_81.txt	aca	path	verb	3_present	yes	translational	no		follow
686	5499	  the world in which Vaughan Williams was writing 	comes	 immediately to mind. A further clue is found	TT1123CDsh290510.txt	news	path	verb	3_present	no	NA	NA		come
1555	200	 rds’ transcendent harmonising and Garbarek’s free-	floating	 improvisations created something not quit	TT577as180511.txt	news	manner	ADJ	ing	yes	Self-contained	no		float
192	111	  Sonata,op.31,no.2 (ex.5).in the exposition,a 4	approach	 in  mm.38–40 leads to a strong dominant a	BF06fall_horne_A.txt	aca	path	N	infinitive	yes	translational	NA	unclear	approach
1442	1	 ontinued  NONDiEGETiC   Barbershop: Overhead shot 	floating	 in  on a fat man who is laying 	BF03fall_brownA.txt	aca	manner	verb	ing	L	NA	NA		float
1478	40	 . And we should keep in mind the ideals, 	floated	 in [3.2–3.3] above, concerning the size an	MTO09_15.1_Roeder2.txt	aca	manner	verb	past_participle	no	NA	NA		float
419	341	  in order to gain the throne, which he 	ascended	 in 1598. (Mussorgsky based his libretto o	WSJ124hw141010.txt	news	path	verb	past	no				ascend
1069	4142	 ime. A second collection, the two-disc Mnemosyne, 	followed	 in 1999, on which the musicians stretched	TT577as180511.txt	news	path	verb	past	no	NA	NA		follow
354	465	 as horribly flat. Still, the Chorus Mysticus duly 	arrived	 in a breathtaking hush of massed voices an	IR1125es110708.txt	news	path	verb	past	yes	translational	yes	there is a ground but it is an optional adverbial of manner	arrive
817	585	  the traditional deus ex machina, with the god 	descending	 in a cloud, Jupiter comes down riding a	NYT290zw270712.txt	news	path	verb	ing	L	NA	NA		descend
1072	3473	 ent in her ­Clarinet Concerto, whose UK ­premiere 	followed	 in a confident ­account with Mark van de 	GLR1348gh260110.txt	news	path	verb	past	no	NA	NA		follow
233	363	 an ominous bass drum. One imagines innocent souls 	arriving	 in a dangerous world. But then Wineglass 	MN03rs050812.txt	news	path	verb	ing	L	translational	NA		arrive
234	615	  of the river. The audience of about 80 had 	arrived	 in a fleet of open jetboats, then scramble	WSJ244cfw050912.txt	news	path	verb	past_participle	L	translational	NA		arrive
1611	224	  touches ground. It does. This is music that 	floats	 in a netherworld of mist and shadow — it 	WP106sb240412.txt	news	manner	verb	3_present	yes	Self-contained	no		float
596	288	  hard to hear the pitch. A lone trumpet 	ascends	 in a three-note sunrise through an octave,	GLR428fm150112.txt	news	path	verb	3_present	yes	translational	no		ascend
687	3937	 ious when news of Bonaparte's unexpected victory 	came	 in Act II. There is no more of 	IR1152es050308.txt	news	path	verb	past	no	NA	NA		come
1556	112	  tone and intense focus created the sensation of 	floating	 in air and yet being somehow rooted to 	LAT26ms160312.txt	news	manner	N	ing	yes	Self-contained	no		float
853	559	  what followed. And so Wagner's holy twilight 	descended	 in all its tremulous headiness, a far mo	IR1088es221208.txt	news	path	verb	past	no	NA	NA		descend
2216	40	 -obsessed sisters have a strange, oily sheen, now 	tumbling	 in angry chromatics, now silky and sly wi	IR355a260910.txt	news	Manner + path	verb	ing	yes	Self-contained	no	it means that the songs „move“ probably down in an uncontrolled sudden clear way, so the manner describes the shape of the melody, I.E. Fictive	tumble
688	337	 c. 1540. Although successive acts of reform could 	come	 in apparent contrast – labelled  sometimes as	EMH10-29_Marsh_A.txt	aca	path	verb	infinitive	no	NA	NA		come
1557	192	  down. The music stayed aloof from all that, 	floating	 in beautiful abstraction, and ending in a	TT308ih200212.txt	news	manner	verb	ing	yes	Self-contained	no		float
235	44	 urned up in  modern libraries without ever having 	arrived	 in Bologna in 1748, since we  know that so	EMH10-29_Orden_A.txt	aca	path	verb	past_participle	L	translational	NA		arrive
236	397	 , had already made its way across America before 	arriving	 in Cardiff. Sleepy patrons roused by the 	IR411ap280210.txt	news	path	verb	ing	L	translational	NA		arrive
1633	9	 armonic sequences are erratic and melodies merely 	meander	 in chromatic motion. Kagel's own character	MA04-23.1_56.txt	aca	manner	verb	infinitive	yes	Self-contained	no	in the sense of how (adverbial of manner)	meander
995	497	 n languishes in semibreves and the full orchestra 	descends	 in chromatic stepwise motion, with the ba	20thM09-6.2_162a_A.txt	aca	path	verb	3_present	yes	translational	no		descend
1536	233	  in the second movement so that the cellos 	floated	 in clean space, suddenly freed from gravit	WP367am151010.txt	news	manner	verb	past	yes	Self-contained	no		float
689	4391	 enberg constellation. But the program’s real meat 	came	 in confirmed classics: Webern’s Four Pieces 	NYT388ss160810.txt	news	path	verb	past	no	NA	NA		come
403	234	  and fourths with the contratenor, all of which 	ascend	 in contrary motion to the stepwise descendi	PMM09-18.2_039a.txt	aca	path	verb	infinitive	yes	translational	no		ascend
237	519	 . And Ariel, come to seek Neptune’s help, 	arrives	 in deep-sea diver’s gear. In a 	NYT494at010112.txt	news	path	verb	3_present	L	translational	NA		arrive
49	1203	 ing themselves entirely, and a series of similar  	approaches	 in different works may well create a cu	search08-1_Hoban.txt	aca	path	N	3_present	no	NA	NA		approach
238	345	  a London bus impersonation: none for ages, then 	arriving	 in droves. After his four Berlin Phil con	GLR801mk080311.txt	news	path	verb	ing	L	translational	NA		arrive
1222	2223	  is titled after a dance club where Hauschka 	goes	 in Dusseldorf. The music is set in techno 	MN82jh280411.txt	news	path	verb	3_present	L	NA	NA		go
239	394	  from Esterhazy by his patron's death, Haydn 	arrived	 in England in 1791 to a hero's welcome. 	IR372CDap18&250710.txt	news	path	verb	past	L	translational	NA		arrive
240	252	  Papendiek end just at the time when Haydn 	arrives	 in England, and so no reference to Hardy 	18thM09-6.2_0054a.txt	aca	path	verb	3_present	L	translational	NA		arrive
2191	64	  Theatre is certainly small, but any rough and 	tumble	 in English Touring Opera's production of Co	IR1449ap041107.txt	news	Manner + path	N	NA	no	NA	NA	idiomatic	tumble
